Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sprint01_testsuite01,Chrome 73.0.3683.103,,2019-04-16 12:52:49,2019-04-16 12:53:22,32.532s,ERROR
,,,,,,
Test Cases/Login_Portal,Chrome 73.0.3683.103,,2019-04-16 12:52:50,2019-04-16 12:53:05,15.193s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-16 12:52:51,2019-04-16 12:53:00,9.420s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 73.0.3683.103,,2019-04-16 12:53:00,2019-04-16 12:53:03,3.298s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-16 12:53:03,2019-04-16 12:53:04,1.186s,PASSED
"waitForElementVisible(findTestObject(""MakeanOpp123""), 20)",Chrome 73.0.3683.103,,2019-04-16 12:53:04,2019-04-16 12:53:05,0.081s,PASSED
"click(findTestObject(""MakeanOpp123""))",Chrome 73.0.3683.103,,2019-04-16 12:53:05,2019-04-16 12:53:05,0.650s,PASSED
,,,,,,
Test Cases/Login as Admin,Chrome 73.0.3683.103,,2019-04-16 12:53:05,2019-04-16 12:53:08,2.484s,PASSED
"waitForElementPresent(findTestObject(""Page_CURA Healthcare Service/username""), 5)",Chrome 73.0.3683.103,,2019-04-16 12:53:05,2019-04-16 12:53:06,0.044s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/username""), findTestData(""21cv/21cvtestdata"").getValue(1, 1))",Chrome 73.0.3683.103,,2019-04-16 12:53:06,2019-04-16 12:53:07,1.241s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/pswd""), 5)",Chrome 73.0.3683.103,,2019-04-16 12:53:07,2019-04-16 12:53:07,0.038s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/pswd""), findTestData(""21cv/21cvtestdata"").getValue(2, 1))",Chrome 73.0.3683.103,,2019-04-16 12:53:07,2019-04-16 12:53:07,0.181s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Login_btn""))",Chrome 73.0.3683.103,,2019-04-16 12:53:07,2019-04-16 12:53:08,0.673s,PASSED
,,,,,,
Test Cases/Booking Appoinment,Chrome 73.0.3683.103,,2019-04-16 12:53:08,2019-04-16 12:53:21,13.454s,ERROR
"waitForElementPresent(findTestObject(""Make an appoinment/Checkbox""), 10)",Chrome 73.0.3683.103,,2019-04-16 12:53:08,2019-04-16 12:53:08,0.038s,PASSED
"click(findTestObject(""Make an appoinment/Checkbox""))",Chrome 73.0.3683.103,,2019-04-16 12:53:08,2019-04-16 12:53:08,0.072s,PASSED
"setText(findTestObject(""Object Repository/Make an appoinment/Comment textbox""), ""Confirmed booking on sunday"")",Chrome 73.0.3683.103,,2019-04-16 12:53:08,2019-04-16 12:53:08,0.262s,PASSED
"click(findTestObject(""Object Repository/Make an appoinment/Calander Icon""))",Chrome 73.0.3683.103,,2019-04-16 12:53:08,2019-04-16 12:53:08,0.162s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Make an appoinment/DateSelector""), 10)",Chrome 73.0.3683.103,,2019-04-16 12:53:08,2019-04-16 12:53:09,0.058s,PASSED
"click(findTestObject(""Object Repository/Make an appoinment/DateSelector""))",Chrome 73.0.3683.103,,2019-04-16 12:53:09,2019-04-16 12:53:09,0.093s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-16 12:53:09,2019-04-16 12:53:12,3.042s,PASSED
"click(findTestObject(""Object Repository/Make an appoinment/Booking""))",Chrome 73.0.3683.103,,2019-04-16 12:53:12,2019-04-16 12:53:12,0.422s,PASSED
"loginKeyword.Login.login("""", """")",Chrome 73.0.3683.103,,2019-04-16 12:53:12,2019-04-16 12:53:21,8.998s,ERROR
